"ABC transporters"	"Acute myeloid leukemia"	"Adherens junction"	"Adipocytokine signaling pathway"	"Aldosterone-regulated sodium reabsorption"	"Allograft rejection"	"Alzheimers disease"	"Amoebiasis"	"Amyotrophic lateral sclerosis (ALS)"	"Antigen processing and presentation"	"Apoptosis"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"Asthma"	"Autoimmune thyroid disease"	"Axon guidance"	"B cell receptor signaling pathway"	"Bacterial invasion of epithelial cells"	"Basal cell carcinoma"	"Basal transcription factors"	"Base excision repair"	"Bladder cancer"	"Calcium signaling pathway"	"Carbohydrate digestion and absorption"	"Cardiac muscle contraction"	"Cell adhesion molecules (CAMs)"	"Cell cycle"	"Chagas disease"	"Chemokine signaling pathway"	"Chronic myeloid leukemia"	"Circadian rhythm - mammal"	"Collecting duct acid secretion"	"Colorectal cancer"	"Complement and coagulation cascades"	"Cytokine-cytokine receptor interaction"	"Cytosolic DNA-sensing pathway"	"Dilated cardiomyopathy"	"DNA replication"	"Dorso-ventral axis formation"	"ECM-receptor interaction"	"Endocytosis"	"Endometrial cancer"	"Epithelial cell signaling in Helicobacter pylori infection"	"ErbB signaling pathway"	"Fc epsilon RI signaling pathway"	"Fc gamma R-mediated phagocytosis"	"Focal adhesion"	"Gap junction"	"Gastric acid secretion"	"Glioma"	"GnRH signaling pathway"	"Graft-versus-host disease"	"Hedgehog signaling pathway"	"Hematopoietic cell lineage"	"Homologous recombination"	"Huntingtons disease"	"Hypertrophic cardiomyopathy (HCM)"	"Insulin signaling pathway"	"Intestinal immune network for IgA production"	"Jak-STAT signaling pathway"	"Leishmaniasis"	"Leukocyte transendothelial migration"	"Long-term depression"	"Long-term potentiation"	"Lysosome"	"Malaria"	"MAPK signaling pathway"	"Maturity onset diabetes of the young"	"Melanogenesis"	"Melanoma"	"Mismatch repair"	"mTOR signaling pathway"	"Natural killer cell mediated cytotoxicity"	"Neuroactive ligand-receptor interaction"	"Neurotrophin signaling pathway"	"NOD-like receptor signaling pathway"	"Non-homologous end-joining"	"Non-small cell lung cancer"	"Notch signaling pathway"	"Nucleotide excision repair"	"Olfactory transduction"	"Oocyte meiosis"	"p53 signaling pathway"	"Pancreatic cancer"	"Pancreatic secretion"	"Parkinsons disease"	"Pathogenic Escherichia coli infection"	"Pathways in cancer"	"Peroxisome"	"Phagosome"	"Phosphatidylinositol signaling system"	"Phototransduction"	"PPAR signaling pathway"	"Primary immunodeficiency"	"Prion diseases"	"Progesterone-mediated oocyte maturation"	"Prostate cancer"	"Proteasome"	"Protein export"	"Protein processing in endoplasmic reticulum"	"Proximal tubule bicarbonate reclamation"	"Regulation of actin cytoskeleton"	"Regulation of autophagy"	"Renal cell carcinoma"	"Renin-angiotensin system"	"Ribosome"	"RIG-I-like receptor signaling pathway"	"RNA degradation"	"RNA polymerase"	"Salivary secretion"	"Shigellosis"	"Small cell lung cancer"	"SNARE interactions in vesicular transport"	"Spliceosome"	"Systemic lupus erythematosus"	"T cell receptor signaling pathway"	"Taste transduction"	"TGF-beta signaling pathway"	"Thyroid cancer"	"Tight junction"	"Toll-like receptor signaling pathway"	"Toxoplasmosis"	"Type I diabetes mellitus"	"Type II diabetes mellitus"	"Ubiquitin mediated proteolysis"	"Vascular smooth muscle contraction"	"Vasopressin-regulated water reabsorption"	"VEGF signaling pathway"	"Vibrio cholerae infection"	"Viral myocarditis"	"Wnt signaling pathway"
"Fc gamma R-mediated phagocytosis"	1	1.76165068040481e-15	3.29960214853291e-06	0.172277250731782	1.31943429063522e-12	1	0.881605332005233	1.14461109107374e-05	0.684611476523484	1	1.98502589955335e-06	1	1	1	0.000377081796291288	4.66321258940722e-26	1.47545617041642e-29	1	1	1	0.0118525926725453	0.085468464608458	4.07067914858621e-11	1	0.949698676602942	1	2.13994530239515e-07	2.03389500419176e-21	3.63460090642096e-15	1	1	3.2529316797532e-15	1	1	1	1	1	0.0155478684696352	1	9.56613398852408e-05	6.90458396814954e-14	0.00308909349664228	1.01559262591582e-22	5.76642059541802e-40	0	2.33482585609947e-17	0.00290076218856443	0.210479054788763	6.74268541760309e-19	1.80133221763485e-08	1	1	0.857132330884191	1	1	1	3.75362055733724e-12	1	0.000410357434884473	2.26456881597756e-05	1.66011332765922e-14	1.7582327690549e-08	0.00065883203271555	1	1	5.7886706218997e-07	1	0.00582397417261431	1.0161001855901e-11	1	6.90458396814954e-14	1.2497153549289e-18	1	5.43255713853585e-15	0.384887257593939	1	9.16009841633915e-21	1	1	1	0.443588318462436	1	7.88589144957681e-17	0.0012939641320365	1	2.24421335869239e-09	2.00403275915004e-09	1	0.0527969377953993	2.10338562596529e-13	1	1	0.532552626981647	0.0379696603531772	2.21833618868779e-10	3.10695313378376e-10	1	1	1	1	2.64652053070652e-31	1	3.54766623812919e-18	1	1	1	1	1	0.297162999156227	2.76869787204041e-16	1.23621353774201e-06	1	1	0.187012698927143	1.10242010661331e-17	1	0.10794218428647	0.0232307592547279	0.00207648254398525	2.26792312627007e-09	1.82214284616548e-09	1	1.29281302346218e-10	1	7.79783619262959e-07	1	1.47800219406519e-30	0.0065299664164677	0.480683595724701	0.221283984395692
"Focal adhesion"	1	2.72592727264348e-15	5.3587883294451e-14	0.0812356300139089	1.38520910961139e-10	1	0.886208983863413	9.58424566444072e-32	0.433524016160588	1	2.58505770066066e-07	1.20159749841624e-21	1	1	2.09655378225596e-07	1.80975504151629e-19	3.75135078743828e-30	0.719960817777842	1	1	1.0247209967292e-11	0.285923965614541	2.39327017330559e-07	0.97631554717337	0.273652460243384	0.840195617644059	3.03895584290301e-06	5.61351522002406e-20	7.62067026669006e-20	1	1	1.60349268294023e-23	0.96020962902632	0.147338749999853	1	9.90217433570047e-16	1	8.44476927188917e-05	1.10201725342235e-74	0.0434431940974419	1.82121036739576e-29	0.000846480762158262	6.2078754571488e-42	2.95315243831984e-22	2.33482585609948e-17	0	1.61649061044709e-09	0.0487958752248435	4.45691946241164e-34	4.05759625673938e-07	1	0.926665023693918	0.0471146106496012	1	1	1.03527851588647e-16	5.9756600281999e-20	0.669547907591888	0.000550788852633115	0.0487958752248435	2.41262610646726e-35	0.000258039417490908	3.27822463802765e-07	1	0.0074857126036194	5.12372145582565e-12	1	0.0163029401810211	2.93106348646402e-25	1	1.1933221711365e-15	2.58128500013023e-15	1	1.96926031477786e-23	0.00634241608989477	1	8.97000492635538e-26	1	1	1	0.143573325205567	0.0907322187039513	7.72950208218181e-27	0.172081796203045	1	9.19237407565252e-06	2.93175343380509e-44	1	0.0020189173646884	3.7395758778016e-05	1	0.827807360544081	1	0.0043272332113854	1.16457581746501e-10	7.37375709113944e-29	1	1	0.883109132850783	1	2.29005369794289e-76	1	4.42004092259342e-40	1	1	0.631355594219232	1	1	0.776207733657315	1.76313602187722e-12	4.09993183088332e-34	1	1	0.892904940481744	9.87125897770354e-21	1	0.00466121843733642	0.000234871050320124	3.26121697368475e-12	1.62832273096229e-08	2.23824449812422e-18	1	8.29413316039684e-08	0.95593767452367	7.48029978586937e-07	1	1.20159749841624e-21	0.0123972430635453	0.000478726163232196	0.000131201957227647
"Gap junction"	1	1.95350329455905e-08	0.0173898477139501	1	0.000171749159821538	1	0.00192732986461575	1.5711500297559e-09	1	1	0.102346366987273	0.792138780737527	1	1	0.004305114572359	2.11843579451159e-08	0.778725976982273	1	1	1	6.13807138835392e-09	1.46206262010279e-25	0.216603058087649	1	1	0.930171982089781	1.11060421432039e-07	4.25631599164771e-21	1.63530176292766e-07	0.376566119830061	1	0.00800329940267614	1	0.293534989282574	1	2.28353601935653e-10	1	1.70800037588039e-08	1	0.235256650559588	1.35409040111312e-11	0.158783847002966	5.59900258260745e-13	3.6146657462098e-09	0.00290076218856443	1.61649061044709e-09	0	4.10291230673711e-30	2.11031629880655e-19	8.74083007673423e-45	1	0.00519502789520664	1	1	0.0328783240090247	1	6.50979450618331e-08	1	0.615090847399006	0.188992116919242	0.0316583709913353	4.44140235420974e-36	2.74054888844256e-29	1	1	7.65518181923738e-13	1	4.91381007145041e-33	2.72375826065558e-13	1	0.284645642403485	4.47417947952443e-07	0.098166248265817	1.07849139059262e-06	0.359625872731479	1	2.35542036167254e-15	1	1	0.683740770259953	3.36650387501805e-14	0.759502599317643	0.000474175949066374	1.80152513404218e-16	1	2.28137782912789e-20	5.67618008468551e-06	1	1.87294851455458e-10	2.8864534133276e-06	1	1	1	3.14858261894432e-07	3.15754494662887e-19	3.53144086374959e-15	1	1	1	1	1.94882090756655e-07	1	9.36959310327564e-09	1	1	1	1	1	4.13419873596952e-32	0.374329718836291	1	1	1	1	8.86753829355725e-06	5.58981596277371e-08	0.518612291967277	1.21279792863402e-06	6.85683857127412e-05	0.151650912571066	0.134783058432566	1	0.246758570847196	1	6.28116806126168e-34	2.04222811417541e-06	2.47444334052568e-08	9.06928406003801e-09	1	0.000201808162734148
"Gastric acid secretion"	0.524627999100945	1	0.719763763271316	1	1.37024180485811e-12	1	4.56098316425255e-07	1.01062188818248e-09	1	1	0.0582181370511237	0.724517885581706	1	1	0.365106765134101	0.719763763271316	0.71001141106906	1	1	1	1	2.32497649841372e-36	1.10269928860511e-09	5.46093385944419e-06	1	1	6.66819749691654e-06	1.15409376162529e-12	1	1	0.00977359767178049	1	1	1	1	1.18654735003777e-11	1	1	1	1	1	1	0.000542501840457401	0.381283171893526	0.210479054788762	0.0487958752248436	4.10291230673719e-30	0	2.15202530757724e-11	2.20979805649396e-38	1	0.0136166533828588	1	1	0.0866823048323769	0.763877151414036	7.54120129133216e-05	1	1	0.714928724446899	0.000686000368485388	1.72865388243067e-13	5.45023504453754e-32	1	1	0.157221705877229	1	5.93534855047267e-40	1	1	1	0.401697783245041	0.674039373186174	3.66991709845116e-05	1	1	0.0603096891531447	1	1	0.0015148733241109	5.73441935628682e-24	1	1	3.93307241361115e-40	1	0.0745796520531866	0.919674172082236	1	0.934345864646162	5.0806360706351e-14	6.14609440602444e-06	1	1	0.00252440779311817	3.12501486458761e-13	1	1	1	1	4.11496319353314e-11	0.0668767758703222	1	1	1	1	1	1	1	3.28918717483283e-56	0.661817740610688	1	1	1	1	1	8.07385078430931e-09	1	1	0.00653650736201807	1	0.388028235876159	1	1	1	5.33177452850934e-36	4.46331309784019e-07	0.132592525017289	2.78351626120994e-12	0.719763763271316	1.53420581254647e-08
"Glioma"	1	3.40401952312763e-34	0.0234538353344961	0.0161285245487156	4.03790707695033e-18	1	0.00285886311996154	2.37159631552819e-07	0.544711132135722	1	2.95417337412573e-09	1	1	1	0.0395457308202002	1.26073524366912e-27	3.12961491560079e-10	0.558113373997219	1	1	3.55793192745374e-31	2.96351246460469e-11	3.65247242972719e-13	1	1	1.78245370000107e-06	1.80295477990304e-09	5.54711967305278e-21	8.54802067162091e-58	1	1	5.02214540461407e-23	1	0.192314490535067	1	0.746388226764212	1	1.21250856941688e-09	1	0.0779548829977867	1.22542056895855e-42	0.0767940645307052	2.56040822395322e-60	2.14538340397769e-30	6.742685417603e-19	4.45691946241167e-34	2.11031629880654e-19	2.15202530757725e-11	0	4.04181391999696e-24	1	1	1	1	0.938510347108546	0.71819477642383	2.03286522782547e-37	1	3.28239721566026e-09	0.0934843602124042	8.77264733136825e-09	2.18621953084536e-14	9.45770722064262e-27	1	1	8.3213807824431e-15	1	1.24726400550627e-19	3.84763267553317e-63	1	4.38114911000044e-18	2.2762191880924e-29	1	6.13998506543307e-48	0.230006045682712	1	4.87375859580003e-71	1	1	0.0538393338878931	3.92732596601476e-11	4.9947984439353e-07	1.38228794656681e-39	0.183520886194161	1	0.583763078418031	1.11448743966649e-46	1	1	9.22788603277338e-21	2.85334085794129e-06	1	1	0.00156199668971915	1.01288771520997e-19	5.33192908226679e-62	1	1	1	1	3.19119101421777e-18	1	4.99291436278775e-32	1	1	1	1	1	4.45007760888606e-06	0.240898614827458	4.7154389363085e-20	1	1	1	2.33450284677697e-23	1	0.355094529162091	3.58116024013144e-12	2.81164277429985e-06	7.4848196385195e-12	4.17067687816402e-08	1	3.20004421397995e-11	0.875590359331522	3.72478466896763e-12	1	3.59804954708761e-29	0.00123988312292343	0.672493452161319	0.000301941732647832
"GnRH signaling pathway"	1	6.66241562279204e-08	0.0271815163714539	0.195107800013073	0.0024124878234112	1	5.61732219633288e-10	6.7052438952449e-08	0.00115721465301564	1	0.139492385845632	0.0937726086230296	1	0.720374087520966	0.0724143230737623	7.94790225853247e-09	0.498865942185842	1	1	1	1.9154531945016e-08	9.26570245151907e-30	0.0734042722100124	0.108103312351777	1	1	6.85232350904977e-13	2.1091571876404e-19	5.41224669256571e-07	1	1	8.55070527765275e-06	1	0.998196135549342	1	8.59025237467052e-13	1	4.28647076399389e-08	1	0.323528600476536	6.13533938712096e-11	2.24566992770178e-09	9.05427178648097e-25	1.23147964791319e-49	1.80133221763485e-08	4.05759625673938e-07	8.74083007673449e-45	2.209798056494e-38	4.04181391999694e-24	0	1	0.0376625097498591	1	1	0.2442764035159	0.127316890857435	8.78677215511599e-17	1	0.692498672897897	3.71473390429463e-05	0.00131165996886492	4.44456799767202e-43	4.44456799767202e-43	1	1	3.05720170730899e-46	1	2.03034289258851e-40	2.64881345630407e-05	1	0.332569905735535	1.89807046445168e-06	0.8760302242378	7.69357288364654e-32	8.55070527765275e-06	1	6.14824275583726e-12	1	1	0.0280491556792624	3.61312756687711e-25	1	3.48292714119666e-07	7.9555285031756e-36	1	0.390481742748994	1.00639357329065e-05	1	1	1.06814515577996e-10	3.72409076588165e-05	1	1	4.95415204880677e-08	5.41949401346217e-22	6.78618486850317e-08	1	1	0.331114409538265	1	0.00333947601664996	1	3.27295080217375e-09	1	1	0.000177575863676219	1	1	8.3485969294117e-29	1.30121571408306e-06	1	1	1	1	1.39923755743885e-12	1.70488557699589e-07	0.581580839897793	2.65990180833627e-06	0.0107149396616659	5.95025743200993e-10	2.66367527048164e-19	1	8.23810732741081e-06	0.961306340259931	2.2256942286699e-69	4.91257673195022e-06	1.65837527852451e-34	3.57606259258915e-06	1	4.51365137293521e-09
"Graft-versus-host disease"	1	1	1	0.489707365623224	1	6.0875845981596e-67	0.231584259591544	0.0194568071843623	0.412182777544555	5.55843232767083e-52	0.00161657139134443	1	1.30401953124618e-27	9.59862338196413e-54	1	1	1	1	1	1	1	1	1	1	2.46784907243446e-29	1	5.96172302082435e-05	1	1	1	1	1	1	0.00402343022203472	0.105780936463488	0.604048615038607	1	1	1	0.003615212973	1	1	1	0.548130107253733	1	1	1	1	1	1	0	1	1.39303482831453e-07	1	1	0.205816116847902	1	1.61827468298958e-31	0.197731959445495	2.27247259886048e-25	1	1	1	1	0.00149796265540902	0.123630794866848	1	1	1	1	1	4.17631682121676e-18	1	0.72024764960545	0.022918614943732	1	1	1	1	1	1	0.499932713236132	1	1	1	1	0.642070557910796	1	1.19584347396543e-22	1	1	1	1	0.00477349258645631	1	1	0.381796678920848	1	1	1	1	0.295427420742185	1	1	1	0.509957728666107	1	1	1	1	1	1	1	9.83337949764228e-21	0.0213512196841026	1	0.205816116847902	1	1	0.00310161105498274	7.31222344400198e-17	2.4590202842339e-69	0.375537832596071	1	1	1	1	1	4.19018588676155e-39	1
"Hedgehog signaling pathway"	1	1	1	1	1	1	0.886427348121021	0.042504760614923	1	1	0.0242452316131638	1	1	1	0.810382396901572	0.617373296413909	1	4.15853673196259e-51	1	1	1	0.185710935273467	1	1	1	0.807885668527833	1	0.0883578384858413	1	0.000168650981301713	1	0.547510031347859	1	0.858323252837674	1	0.0279995756556418	1	1	1	1	0.485379820102628	1	0.672395365498056	1	1	0.926665023693918	0.00519502789520663	0.0136166533828588	1	0.0376625097498591	1	0	1	1	1	1	0.0282524536649355	1	1	1	1	1	0.0112606018072782	1	1	0.440852935578121	1	6.70314753829133e-26	1	1	1	1	1	0.802794961450327	1	1	1	1	1	0.734608187014469	0.00287406093809259	1	1	1	1	1	1.27740924644588e-22	1	1	1	1	1	1	0.00089110741810649	0.0233577206825291	0.680776907241621	1	1	1	1	1	1	1	1	1	1	1	1	0.0251530801605419	0.193002203265681	1	1	1	1	0.750595555271541	0.00393073210076659	8.01028378877071e-05	1	1	1	1	1	1	0.52850324469159	0.0575665120678198	0.0021238043104428	1	0.00513767599657177	1	5.82270304002286e-29
"Hematopoietic cell lineage"	1	0.118290110423679	1	0.39074735909264	1	8.68398085861289e-07	0.662250089245849	0.000216960760743401	0.660513433812092	2.27683928210496e-05	0.0079854347394484	0.000118099737067058	6.71095783846822e-09	1.07537852460004e-05	1	0.189854723724347	0.774947496589221	1	1	1	1	0.974812768674044	1	1	3.53993710462952e-07	1	0.0173415828728157	1	1	1	1	1	0.0487355116062937	9.08510335908471e-19	0.310171760652344	7.76401164239165e-05	1	1	6.12389072269836e-10	0.393650720699023	1	1	1	0.0204174355967071	0.857132330884191	0.0471146106496011	1	1	1	1	1.39303482831453e-07	1	0	1	1	5.76870951560276e-06	1	4.46146350054206e-07	1.13467044354582e-12	1.34867714186693e-09	0.69141225389496	1	1	1	5.82356077866642e-05	0.452238897932598	1	0.335954940674377	1	1	1	0.767810990413397	1	1	0.127157011980195	0.247305403535672	1	1	1	1	1	1	1	0.873835864086371	1	0.699843666265833	0.0128761253413687	1	1.30118921685088e-05	1	1	0.755624515502012	4.38916318946707e-06	0.0321638355152444	1	1	1	1	1	1	0.0105619143730599	1	1	0.044513143677289	1	0.765482702501217	1	1	0.838245389971576	0.369112986831557	0.0870863232843407	1	1	0.0229686602043062	4.89244218037739e-05	1	0.824303386676213	1	1	0.14735670245522	0.0172434898631745	2.67060467722063e-06	0.616094979022812	1	1	1	1	1	0.00365050710390695	1
"Homologous recombination"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.16895131238214e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.21430846096773e-13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.93453478621956e-15	1	1	1	1	1	0.00333511254517536	1	1	1.28687238702496e-10	1	1	1	0.0712888836005406	1	1	1	0.624154999638719	1	1	1	1	1	1	1	1	1	0.263240173954898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Huntingtons disease"	1	1	0.827649216177967	0.943604653859758	1	1	4.5168755905933e-109	0.272720008383969	5.08417473144968e-05	0.966463240230623	0.0728181956804235	1	1	1	1	1	0.36273943474127	0.905303710880044	0.0157323664927349	1	0.834243525741223	0.000371172153063512	0.841220760721399	4.9821946241808e-27	1	0.624304579551226	0.265529802447286	0.960260226463348	0.593320734370529	1	1	0.114766425853469	1	1	1	1	1	1	1	0.486677179489157	0.645436716540282	0.945992099863406	1	1	1	1	0.0328783240090247	0.0866823048323768	0.938510347108546	0.2442764035159	1	1	1	1	0	1	0.997336215341903	1	0.99036233966088	1	1	0.0080863233779831	2.46194303976636e-05	0.751097373073527	1	0.999309933100915	1	0.000270387105287162	0.952567829927602	1	1	0.997336215341903	0.997317704202223	0.903349122650401	0.929998507687097	1	0.665906588626392	0.130669761943781	1	1	0.992696707198682	0.00741985408923498	0.79713005648351	0.2442764035159	8.23609393703567e-127	1	0.817625552094373	0.843926662045058	1	0.224520978656366	1	0.790482971065432	1	0.432351447162653	1	0.0010438019146428	1	1	0.999291147026977	1	1	1	0.79713005648351	1	1	0.952567829927602	1	1.32189329908076e-12	0.165516397546446	1	0.467149792315831	1	1	0.997862231889861	1	0.892227743736758	0.695867029295502	0.342457579427149	1	0.987665939798	0.818200632663378	1	1	1	0.354253046351593	8.97714909645058e-06	0.961804594033685	1	0.381962687234372	0.442818241081231
"Hypertrophic cardiomyopathy (HCM)"	1	1	0.0546198893096656	3.38314189953692e-05	0.55789970585049	0.540296110584013	0.101516936988528	0.0146938385063396	0.64345385477898	0.78600872880113	0.820800991710799	5.87390806403228e-92	0.4626838620994	1	0.920524681498255	1	0.00252536041227886	1	1	1	1	0.0197711743225573	0.566449995953495	8.34892073085402e-42	0.00417941612384824	0.44662811253643	0.014065096185249	1	0.163451202575302	1	1	0.114895294636829	1	0.583774436363668	0.663797788339666	2.99450574928464e-137	1	1	3.45732423192286e-20	0.760729838873046	1	1	1	0.78600872880113	1	1.03527851588647e-16	1	0.763877151414036	0.71819477642383	0.127316890857435	0.205816116847902	1	5.76870951560274e-06	1	1	0	0.0152654073017081	0.0147930076861722	0.952733849726588	0.00270666436955845	0.00700136940102263	0.744555838446625	0.744555838446625	1	0.00269502395125135	6.49560279729238e-11	1	1	0.749527845254969	1	0.0767064512193855	0.932245446201585	1	1	0.334018690651929	1	1	1	1	1	0.892895289982771	0.739486318546547	0.149632767819748	0.581580839897794	1	0.00509669028032167	0.00883736403706479	1	0.000810711417508796	1	1	1	1	0.493198881329625	0.817229616399057	0.824303386676213	1	1	1	1	6.48979020964987e-14	0.144024882245705	0.149632767819748	0.280666744639033	1	0.749527845254969	1	1	1	0.00127575985124784	0.0010150029846636	1	1	0.93868542467391	0.879354258159856	1	0.0789980829098497	0.430354397289548	0.0136393507352457	0.587001826503266	0.0136393507352457	0.591132427500765	0.0601869697791715	1	0.181403272818844	1	1	0.0216433009288563	8.89344605395263e-10	1
"Insulin signaling pathway"	1	1.00829596712261e-30	0.027353173737702	4.51719706094576e-23	1.02563320078616e-15	1	0.0337234008439986	7.73625710309048e-05	0.812173715803826	1	7.18334595849353e-14	1	1	1	0.207268469097992	2.74591978524383e-20	3.16873281096692e-11	0.823730731778993	1	1	3.59170749961511e-07	0.00032931601489102	3.69223069472767e-14	1	0.986868525706506	0.982991585837715	1.09290083960394e-08	6.05658745144896e-19	4.65077479131087e-35	1	1	6.11379576097112e-20	1	1	0.829241660520727	0.316077779395625	1	6.93034821865393e-06	1	0.613602416463789	6.86383064503566e-30	0.157207189026235	4.36523827703272e-44	6.44334128000089e-21	3.75362055733718e-12	5.97566002819998e-20	6.5097945061833e-08	7.54120129133218e-05	2.03286522782545e-37	8.78677215511599e-17	1	0.0282524536649355	1	1	0.997336215341903	0.0152654073017081	0	1	6.02599180102226e-09	0.40169778324504	0.0284691019142645	4.62699293163699e-05	1.49974318101836e-18	1	1	5.6507432142992e-09	0.0403290740553049	1.32180471372836e-10	3.76976999096393e-17	1	2.7924134669581e-33	1.80560755525598e-13	1	9.25581647722443e-40	0.0115489858776729	1	4.3241523165172e-26	1	1	0.771912773678272	4.54807313898406e-08	0.887082976273588	1.49974318101836e-18	1	1	1	9.32326013967665e-13	1	1	9.56141738275763e-10	0.000205319182248523	0.163145127175226	1	7.00050756008731e-07	3.42211567118799e-22	9.13589336206086e-26	1	1	0.896188375930592	0.157411566901659	1.02592741477894e-09	0.09208683485289	7.34485252404789e-24	1	0.938446205261071	0.175260758563805	1	1	0.000359680858153311	0.000692357719629403	7.80839161227019e-06	1	1	1	2.49231642383841e-19	0.0753889683957549	0.267146498669913	1.67166268030449e-06	0.0539756013503432	1.32180471372836e-10	1.60496991617189e-08	0.765477246201661	4.36073313008664e-37	0.429674200900186	1.7910931484677e-10	0.0455297219560719	2.85336963047102e-15	0.0932601260090165	1	0.0936134653014687
"Intestinal immune network for IgA production"	1	1	1	1	1	5.16973822916552e-42	1	0.113751380870019	1	6.38395185324706e-17	0.634780146465909	0.210818855882663	1.11903979329252e-35	3.65247841922819e-37	0.429656074372421	1	1	1	1	1	1	1	1	1	2.51679732977594e-27	0.770509667053018	0.0287566242331932	0.00480098491068885	0.565745052235305	1	1	0.50714473969466	1	7.68852122386651e-16	0.471984108000912	0.0841828498402045	1	1	0.244243988000345	0.680237546499765	1	0.540007771566162	1	0.223304436477561	1	0.669547907591888	1	1	1	1	1.61827468298958e-31	1	4.46146350054205e-07	1	1	0.0147930076861722	1	0	0.00156425730003981	5.66692760564893e-24	0.14671045927505	1	1	1	0.000235594190439207	0.814649970279159	1	1	1	1	1	1	1	1	0.50714473969466	1	1	1	1	1	1	1	0.550477264443691	1	1	1	0.894057724836728	1	5.98042147206423e-12	1	1	1	1.90585552989494e-06	0.328462988676576	1	1	1	1	1	1	0.708224576022819	1	0.550477264443691	1	1	1	1	1	1	1	1	1	1	1.0447597919187e-20	2.18129130151967e-05	1	0.621894233610287	1	1	0.0270143446511247	2.08532329359703e-18	6.4805795626284e-29	1	1	1	1	1	1	1.38969680023918e-25	1
"Jak-STAT signaling pathway"	1	2.72284900929931e-15	0.490606808850325	0.000462588793529986	7.94746863265409e-05	0.000391328334020943	1	1.31032577837314e-05	0.849820209386229	0.941254795412007	2.50327320062304e-07	1	0.000703511801656492	1.06173305676891e-13	1	2.66650220257856e-08	3.63156552256739e-05	1	1	1	0.4346539819702	1	1.45379120376425e-07	1	1	0.289125653557622	2.23574182034658e-10	6.67858845024635e-06	7.83836469628709e-17	1	1	1.31845919704133e-07	1	4.82896018233809e-82	3.37743058590495e-10	1	1	0.0548055277236893	1	0.426163779177846	7.95434870481082e-12	0.912554695867098	6.90738770111856e-12	1.02043410876983e-11	0.000410357434884474	0.000550788852633115	0.615090847399006	1	3.28239721566027e-09	0.692498672897897	0.197731959445495	1	1.1346704435458e-12	1	0.99036233966088	0.952733849726588	6.02599180102221e-09	0.00156425730003981	0	4.138764801377e-05	0.0213293221895615	1	0.709144135061181	1	0.0314542491546251	0.837318337478068	1	0.878142160657895	4.64295114149684e-06	1	1.16282925616237e-06	7.73493821937131e-20	0.744331038721664	2.56463119282337e-05	0.891411241268804	1	1.91046104047724e-10	0.493164868517346	1	1	1	0.43568554518463	1.10589554127756e-09	1	1	1	3.70046121078413e-09	1	1	0.00544548077086009	1	1	0.121659085769863	0.713328922500178	0.000187316363471467	6.20913099872068e-09	0.820228277454168	1	1	1	0.221419675695875	2.76310508501591e-12	1.14418315483325e-10	1	1	1.27125703984711e-12	1	1	1	1	2.93578174560028e-10	1	1	0.962739069932796	9.90865444820323e-14	1	0.345602295095649	0.269069751863758	0.854689573361659	5.8652942966986e-22	2.57097346971878e-13	0.0752966568489508	3.92036983877088e-08	0.0528530778131208	1	1	5.33859572347859e-05	1	0.932103554470413	0.433737284509525
